drugs,,,,,,,,,,
drugs,,,,,,,,,,
drugs,,,,,,,,,,
drugs,,,,,,,,,,
drugs,,,,,,,,,,
drugs,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
drunk,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,,,,,,,,,,
death,drugs,,,,,,,,,
death,drunk,,,,,,,,,
death,drunk,,,,,,,,,
death,drunk,,,,,,,,,
death,drunk,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,,,,,,,,,,
die,drugs,,,,,,,,,
die,drunk,,,,,,,,,
die,drunk,,,,,,,,,
die,drunk,,,,,,,,,
die,drunk,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,,,,,,,,,
die,death,drugs,,,,,,,,
die,death,drunk,,,,,,,,
die,death,drunk,,,,,,,,
die,death,drunk,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,,,,,,,,,,
abercrombie,death,,,,,,,,,
abercrombie,death,drunk,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
hollister,,,,,,,,,,
